"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","28115094","美落佳生技股份有限公司","宜蘭縣宜蘭市宜科南路15號5樓之1","徐慧妤","4000000","1110106"
"2","28115117","利優生醫科技股份有限公司","新竹縣竹北市生醫五路66號7樓之5","李皇德","8000000","1110117"
"3","88263631","沃漢國際有限公司","臺北市內湖區金莊路100號","柯廷漢","1000000","1110117"
"4","90182234","鑫閶有限公司","高雄市仁武區安樂三街6號1樓","陳瑞蓁","1000000","1101227"
"5","90182327","澄鋒工程有限公司","高雄市三民區龍江街56號1樓","鍾克偉","300000","1101227"
"6","90182451","優尼堤整合行銷有限公司","高雄市苓雅區憲政路123巷6弄80號8樓","楊杰儒","36000","1101228"
"7","90182488","詹姆速樂購有限公司","高雄市三民區皓東路76巷19弄15號2樓","曾奕維","1000000","1101228"
"8","90182522","展源創研工程科技有限公司","高雄市左營區安吉街426號13樓之1","林致緯","200000","1101228"
"9","90182543","淺野企業有限公司","高雄市苓雅區海邊路65號6樓之2","陳姿樺","1000000","1101228"
"10","90182570","君鴻國際貿易有限公司","高雄市三民區九如二路616號8樓","高雅鴻","200000","1101228"
"11","90182614","閎馳實業有限公司","高雄市三民區博愛一路287號4樓","蔡孟璇","200000","1101229"
"12","90182620","瑞泓工程有限公司","高雄市路竹區中華路35號","陳柏勝","100000","1101229"
"13","90182635","同鑫圓企業有限公司","高雄市前鎮區衙國一街176號1樓","郭晏菁","200000","1101229"
"14","90182641","主祐國際有限公司","高雄市新興區中東街278號1樓","高弘博","120000","1101229"
"15","90182662","明智核心有限公司","高雄市鼓山區鼓波街52之2號3樓","李宜頻","1000000","1101229"
"16","90182678","禾祥科技材料有限公司","高雄市新興區六合二路106號6樓之5","許瑋哲","2000000","1101229"
"17","90182683","鑫竑實業有限公司","高雄市小港區桂陽路209巷21弄26號6樓","孫逸旻","1000000","1101229"
"18","90182699","鈺滿豐企業有限公司","高雄市苓雅區武漢街70號2樓","陳孟偉","1000000","1101230"
"19","90182706","宙群科技股份有限公司","高雄市苓雅區三多四路63號7樓之5","吳泓澈","500000","1101230"
"20","90182712","藏業電子股份有限公司","高雄市前鎮區中山二路91號11樓之1","邱朝蔚","800000","1101230"
"21","90182728","元宇宙智能科技股份有限公司","高雄市鼓山區美術館路287號16樓","楊明坤","1000000","1101230"
"22","90182733","萬智耀科技股份有限公司","高雄市仁武區鳳仁路295之2號3樓","萬文財","1000000","1101230"
"23","90182749","吉拉德國際事業股份有限公司","高雄市三民區建國三路2之2號1樓","楊子賢","3000000","1101230"
"24","90182754","千豐開發工程顧問有限公司","高雄市仁武區永昌一街54巷7號2樓","尤黃菊美","2100000","1101230"
"25","90182760","永有汽車有限公司","高雄市三民區鼎和街45巷20號","潘建良","100000","1101230"
"26","90182776","浤勝投資開發有限公司","高雄市新興區和平一路199號12樓","朱家顯","1000000","1101230"
"27","90182781","詠昌門有限公司","高雄市岡山區本洲路55之10號","張詠翔","100000","1101230"
"28","90182797","富元精材有限公司","高雄市大社區和平路1段98巷80之1號","陳培元","1200000","1101230"
"29","90182804","良巨有限公司","高雄市前鎮區民權二路454號4樓","卓瓊芳","600000","1110103"
"30","90182810","拾見國際貿易有限公司","高雄市鼓山區富農路306號1樓","黃琬淇","950000","1110103"
"31","90182826","安傑隆企業有限公司","高雄市鳥松區山腳路258巷9號1樓","劉君漢","500000","1110103"
"32","90182831","奕傑環保有限公司","高雄市大樹區九曲路5巷13之1號","廖奕萱","100000","1110103"
"33","90182847","熊果數位有限公司","高雄市新興區民權一路251號27樓","潘敦群","200000","1110103"
"34","90182852","鑫士茂生物科技有限公司","高雄市左營區裕誠路144號2樓","龔士惟","1000000","1110103"
"35","90182868","統秸股份有限公司","高雄市三民區重慶街1號","施瑞峯","500000","1110103"
"36","90182874","緯誠國際貿易有限公司","高雄市大寮區中正路88巷61號1樓","夏明華","3000000","1110103"
"37","90182889","安藤國際有限公司","高雄市左營區群英街101之1號","安藤裕司","500000","1110103"
"38","90182895","潤泰國際商業有限公司","高雄市大寮區中正路88巷61號1樓","夏明華","4000000","1110103"
"39","90182902","上誠開發實業有限公司","高雄市前鎮區一心一路239號2樓","蔡紹豪","10000000","1110103"
"40","90182918","吉衍企業有限公司","高雄市小港區高坪二十三路111巷6號1樓","張琬怡","360000","1110103"
"41","90182924","新世代教育有限公司","高雄市六龜區中庄202之22號","李曼婕","100000","1110103"
"42","90182939","嘉禾生命科技有限公司","高雄市鳳山區五甲一路224巷56號","張家豐","200000","1110103"
"43","90182945","佳冠德有限公司","高雄市左營區自由三路405號1樓","林裕欽","300000","1110103"
"44","90182950","鈦德有限公司","高雄市路竹區中山路253巷2號","葉正章","300000","1110104"
"45","90182966","手掌心有限公司","高雄市新興區民權一踏251號11樓之1","吳政勲","700000","1110103"
"46","90182972","禾鴻清潔企業有限公司","高雄市小港區高坪七路550號1樓","楊淑菁","500000","1110103"
"47","90182987","鴻之國際有限公司","高雄市前金區鼎盛街88號8樓之3","曾建哲","1000000","1110103"
"48","90182993","璟松金屬股份有限公司","高雄市岡山區本工西路21號","劉達朗","500000","1110103"
"49","90183000","齊洋有限公司","高雄市三民區鼎山街426號1樓","高振宏","300000","1110103"
"50","90183016","婕儒靜有限公司","高雄市新興區民權一路251號21樓之1","朱玉屏","55000","1110103"
"51","90183022","禾桐國際貿易有限公司","高雄市左營區和光街56巷34弄10號","傅子軒","10500","1110103"
"52","90183037","住友建設有限公司","高雄市鼓山區明誠三路648號2樓","馮紹清","10000000","1110104"
"53","90184388","星語室內裝修設計有限公司","桃園市桃園區西門里和平路136號（1樓）","鄭玉婷","1000000","1110103"
"54","90184394","昆蕬空間美學有限公司","桃園市楊梅區青山一街151號","邱雅婷","5000000","1110103"
"55","90217135","羚達實業有限公司","桃園市桃園區龍壽里龍城二街53巷2號","鄒安達","400000","1110103"
"56","90217141","進緯實業有限公司","桃園市中壢區新興里自忠二街295號","邱建偉","1000000","1110104"
"57","90217156","木韶有限公司","桃園市桃園區正光路423之10號15樓","劉滿枝","100000","1110104"
"58","90217162","毫創科技有限公司","桃園市龜山區復興街永樂巷36弄15號","周世錦","1000000","1110104"
"59","90217183","西斯奎爾設計顧問有限公司","桃園市蘆竹區奉化路135號7樓之2","王迦湳","100000","1110104"
"60","90217199","康璽有限公司","桃園市八德區陸光里陸光街60巷9號11樓","許正男","4000000","1110104"
"61","90217206","良創餐飲顧問有限公司","桃園市中壢區新街里元化路224號12樓","周華佳","10000","1110104"
"62","90217212","鵬達資產管理顧問有限公司","桃園市八德區建國路607號","殷慰萍","500000","1110104"
"63","90217228","東大尼有限公司","桃園市中壢區月眉路3段97巷37號10樓","余東霖","100000","1110104"
"64","90217233","秉橙實業有限公司","桃園市觀音區六合街109號(1樓)","黃家惠","100000","1110104"
"65","90217249","巧連惠承股份有限公司","桃園市龜山區文化里文興路146號4樓之3","莊憶芳","29500000","1110104"
"66","90217254","芯薏企業有限公司","桃園市桃園區中平路98號14樓之1","曾沛婕","1000000","1110104"
"67","90217260","海眾科技有限公司","桃園市桃園區大華七街20號","陳彥余","100000","1110104"
"68","90217276","澄荷室內設計有限公司","桃園市桃園區中信里國強一街162號3樓","陳奕昌","500000","1110104"
"69","90217281","群眾數位科技有限公司","桃園市桃園區縣府路270之2號","黃庭育","4000000","1110104"
"70","90217297","慶橙環保有限公司","桃園市中壢區龍昌里龍昌路338巷52號","許瑋峻","4600000","1110104"
"71","90217304","清太室內裝修設計有限公司","桃園市桃園區大有路458之12號11樓","李智明","2000000","1110104"
"72","90217310","翔威實業有限公司","桃園市中壢區芝芭里文興路101號","謝武學","3000000","1110104"
"73","90217326","冠撶國際有限公司","桃園市桃園區大有路883號(1樓)","鄭冠綸","300000","1110105"
"74","90217331","齊軒生醫有限公司","桃園市中壢區中央西路2段34號","藍淑貞","1000000","1110105"
"75","90217347","承方木業有限公司","桃園市新屋區槺榔里民有三路666巷15弄8號4樓","彭善謀","1500000","1110105"
