"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","28114291","華證科技股份有限公司","新竹市力行路2-1號6樓之2","許宗賢","136704000","1060906"
"2","29187089","無限創意科技有限公司","高雄市前鎮區鎮北里成功二路25號9樓之1","蔡佳興","28000000","1060817"
"3","29187118","天成先進材料股份有限公司","高雄市前鎮區南五路4號2樓","黃鶴姬","20000000","1060912"
"4","51512503","鑫聯大投資控股股份有限公司","臺北市內湖區瑞光路66巷36號","黃偉祥","795694500","1060901"
"5","51519007","新薇股份有限公司","臺中市西屯區龍富路5段400號3樓","歐政宏","500000000","1060912"
"6","51529862","金庫整合創業投資股份有限公司","高雄市三民區灣興街35號","柯勝峯","1875000000","1060929"
"7","52934538","井象藝術有限公司","臺北市松山區民生東路5段207號1樓","蔡騰輝","500000","1060901"
"8","52935086","家冠有限公司","臺北市內湖區內湖路1段369號2樓","石家宇","200000","1060904"
"9","52940264","鼎豐貳號投資股份有限公司","臺北市松山區南京東路4段171號6樓之1","鄭國偉","76250000","1060831"
"10","52940721","構匠數位室內設計有限公司","臺北市大同區天水路46號2樓","郭力豪","1000000","1060901"
"11","52941496","英鼎資產股份有限公司","臺北市松山區南京東路5段21之6號","陳世堯","3000000","1060831"
"12","52941876","新展國際投資股份有限公司","臺北市內湖區基湖路32號2樓","陳澤燦","100000","1060901"
"13","52941926","創始有限公司","臺北市松山區復興北路369號15樓之2","馮云樂","92000","1060901"
"14","52942024","秋賢有限公司","臺北市大安區和平東路2段329號","張氏秋賢(TRUONG THI THU HIEN)","500000","1060831"
"15","52942045","值流有限公司","臺北市中山區南京東路2段76號4樓","古明和","870000","1060831"
"16","52942050","蘊寓傢飾有限公司","臺北市松山區民生東路5段36巷4弄7號","張馨月","1000000","1060831"
"17","52942093","實茂機械有限公司","臺北市信義區忠孝東路5段790巷62弄12號2樓","陳永偉","2000000","1060901"
"18","52942116","艾斯貿易有限公司","臺北市大安區杭州南路2段19號2樓","曾詳恩","1000000","1060831"
"19","52942137","慶輝有限公司","臺北市松山區八德路4段755號7樓之4","陳紹華","168000","1060831"
"20","52942349","五味俱全餐飲有限公司","臺北市大安區敦化南路1段236巷16號","任培誼","1000000","1060831"
"21","52942452","雲生科技股份有限公司","臺北市松山區南京東路5段50號3樓","孫以濬","600000","1060831"
"22","52942586","杰龍樂業有限公司","臺北市信義區松仁路281巷6號4樓","吳金龍","1000000","1060831"
"23","52942679","尚興國際投資股份有限公司","臺北市內湖區洲子街79號7樓","陳憲廷","1000000","1060831"
"24","52942684","爆丸市集有限公司","臺北市大同區重慶北路1段22號11樓之4","張家樑","200000","1060831"
"25","52942729","我的家健康事業股份有限公司","臺北市大安區信義路4段113號2樓","朱寶麒","100000","1060901"
"26","52942832","華碼數位科技有限公司","臺北市內湖區洲子街12號2樓","張正華","2000000","1060901"
"27","52942853","祥創企業有限公司","臺北市大安區忠孝東路4段221號10樓","蔡承佑","1000000","1060901"
"28","52942919","挺好公關顧問有限公司","臺北市大安區仁愛路4段151巷13號3樓","吳雅雯","2000000","1060901"
"29","52942973","龍琚投資股份有限公司","臺北市大同區承德路1段105號9樓之6","卓永安","5000000","1060901"
"30","52942994","保福股份有限公司","臺北市松山區復興北路369號","高毓雅","2000000","1060901"
"31","52943059","合洋旅樂事業有限公司","臺北市中正區重慶南路1段49號7樓之1","陸培麟","2500000","1060901"
"32","52943071","澳米澍有限公司","臺北市士林區葫蘆街147號1樓","黃書劭","500000","1060901"
"33","52943086","辰曦國際有限公司","臺北市信義區基隆路1段420號2樓之2","馮俏玲","300000","1060901"
"34","52943109","捷森堡實業有限公司","臺北市內湖區民權東路6段15巷27號","郭景元","1000000","1060901"
"35","52943115","光廷資本有限公司","臺北市大安區仁愛路4段376號5樓","鄭光廷","1000000","1060901"
"36","52943157","群想多媒體有限公司","臺北市大安區忠孝東路4段221號12樓","吳書緯","2000000","1060901"
