"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1","28115334","達勁生技股份有限公司","新竹市東區力行一路1號1樓B5-7","李建興","750000","1120609"
"2","88388180","偉娜控股股份有限公司","臺北市信義區忠孝東路5段68號20樓","馮宗緯","22445000","1120621"
"3","88388219","韋龍控股股份有限公司","臺北市信義區忠孝東路5段68號20樓","馮宗緯","22445000","1120620"
"4","93754828","歐樂希國際有限公司","臺北市信義區基隆路2段131之9號6樓","廖偉豪","300000","1120616"
"5","93754833","淞硯室內裝修設計管理顧問有限公司","臺北市大安區忠孝東路4段300號5樓","廖坤保","1000000","1120616"
"6","93754849","嘉許有限公司","臺北市中正區忠孝西路1段72號2樓之5","陳俊宗","1000000","1120616"
"7","93754854","庫奇映像有限公司","臺北市大安區羅斯福路2段111號8樓之1","陳祖寧","300000","1120616"
"8","93754860","公道之聲股份有限公司","臺北市中山區復興北路156號6樓","謝明珠","300000","1120616"
"9","93754881","浮木文創有限公司","臺北市中正區黎明里懷寧街82號1樓","王彥鈞","1000000","1120616"
"10","93754897","雪莎美妝有限公司","臺北市萬華區貴陽街2段27號6樓","陳雪莎","490000","1120616"
"11","93754910","洛薇實業有限公司","臺北市大安區光復南路412號6樓之2","徐子鈴","1000000","1120617"
"12","93754931","福乃應材有限公司","臺北市大安區復興南路1段222號9樓","胡愷","1000000","1120616"
"13","93754947","法鬥文創有限公司","臺北市中山區南京東路3段219號9樓","阮菁桃","200000","1120616"
"14","93754952","花台賽有限公司","臺北市中山區民權東路3段70之2號2樓","歐連昇","100000","1120616"
"15","93754968","迪思普有限公司","臺北市中山區中山北路2段162號10樓","羅泰鈞","100000","1120616"
"16","93754995","伊普資訊股份有限公司","臺北市大安區忠孝東路4段285號5樓","蔣宗元","10000000","1120616"
"17","93755002","由思創新有限公司","臺北市大安區復興南路1段352號2樓之3","黃苡芳","500000","1120616"
"18","93755050","寇思星星有限公司","臺北市中正區水源路61號9樓之2","楊浩","200000","1120617"
"19","93755066","樂境制作設計有限公司","臺北市中正區許昌街42號8樓","郭克威","200000","1120617"
"20","93755072","百吉投資有限公司","臺北市信義區基隆路1段420號10樓","張能耀","10000000","1120616"
"21","93755087","萬宇投資有限公司","臺北市信義區基隆路1段420號10樓","張能耀","10000000","1120616"
"22","93755093","智網系統股份有限公司","臺北市松山區八德路2段412號2樓","李秋惠","1000000","1120617"
"23","93755100","盟貴機械工程有限公司","臺北市內湖區金龍路112巷52號4樓","于子珅","500000","1120616"
"24","93755170","阿瑪利優有限公司","臺北市大安區信義路4段1號2樓","黃宣","1000000","1120616"
"25","93755191","益晨資訊科技有限公司","臺北市中正區和平西路1段15號4樓","楊以彤","1000000","1120617"
"26","93755208","越好生醫股份有限公司","臺北市大同區南京西路62號7樓","蘇立安","150000","1120617"
"27","93755220","點仔膠文化製作有限公司","臺北市中山區復興北路48號10樓之1","陳韋綸","50000","1120619"
